StartTime_new,DE_Load,DK_Load,HU_Load,IT_Load,NL_Load,PO_Load,SE_Load,SP_Load,UK_Load,green_energy_SP,green_energy_UK,green_energy_DE,green_energy_DK,green_energy_HU,green_energy_SE,green_energy_IT,green_energy_PO,green_energy_NL
2022-03-15 15:00:00,263787,4864,19539,39925,49680,23627,18493,30313,2201,20268,2404,44934,1329,1532,11504,6046,1681,1412
2022-03-15 16:00:00,267484,4943,20671,41618,56510,24305,18706,30062,2239,19732,2082,49579,1272,1225,11586,6619,1466,1191
2022-03-15 17:00:00,273435,4803,21812,42762,58201,24325,18242,31747,2427,19231,1904,58750,1295,1220,11959,8133,1701,1458
2022-03-15 18:00:00,268233,4558,21687,40124,57729,23741,17506,33121,2531,20342,1782,60177,1311,1307,12168,5879,1783,1991
2022-03-15 19:00:00,253091,4313,20863,36975,55042,22303,16925,32015,2494,19268,1126,54666,1119,1302,12448,4844,1532,2614
2022-03-15 20:00:00,238679,4007,19732,33038,52170,20827,16374,29181,2397,16623,404,48928,1108,1255,12151,4479,1419,3564
2022-03-15 21:00:00,226342,3767,18664,30002,48979,19639,15721,26343,2240,14497,289,46125,1110,1173,12060,4217,1316,4080
2022-03-15 22:00:00,211782,3612,17645,27434,46018,18672,15385,24884,2006,12547,232,44687,1060,1174,11775,4519,1374,3808
2022-03-15 23:00:00,200178,3510,16773,25849,43276,18071,15091,23519,1752,11228,294,42834,1064,1043,11609,4512,1372,3119
2022-03-16 00:00:00,194648,3464,16295,25177,41381,17727,15558,22559,1529,10205,296,44199,1094,843,11661,4570,1333,3143
2022-03-16 01:00:00,193684,3458,15839,25069,40878,17771,15872,22176,1409,9444,368,49286,1132,790,11622,5004,1324,3477
2022-03-16 02:00:00,197414,3540,15753,25389,40711,18042,16336,22144,1414,8944,322,53077,1169,826,11614,4879,1273,3454
2022-03-16 03:00:00,206982,3787,16756,27176,40978,18821,17035,22705,1353,8972,264,55754,1269,901,11766,4187,1310,4568
2022-03-16 04:00:00,222965,4308,18938,31702,42988,20935,18118,25148,1344,11415,258,55560,1407,1124,11876,5514,1445,5719
2022-03-16 05:00:00,249518,4822,21985,36786,47255,22947,19148,28294,1358,12018,193,62497,1674,1750,12103,7689,1660,5614
2022-03-16 06:00:00,267106,5038,23331,40779,50731,23633,19386,30301,1464,12782,184,81515,1834,2248,12324,10410,2124,5524
2022-03-16 07:00:00,273546,5053,23299,41461,49332,23448,19464,31402,1752,13536,217,104040,1914,2816,12358,11121,2434,6089
2022-03-16 08:00:00,274213,5019,23550,40842,45289,22938,19102,32059,2158,13656,232,119328,1955,3224,12173,10843,2853,6248
2022-03-16 09:00:00,274537,5019,24067,40311,41041,23018,18829,32296,2343,14119,265,133892,2233,3273,12252,11864,3648,6309
2022-03-16 10:00:00,277239,4948,24558,38909,39125,22923,18133,32682,2406,13915,364,150754,2317,3308,12044,12657,3946,6223
2022-03-16 11:00:00,277209,4890,24542,38555,40763,22923,17807,32765,2362,13516,481,165238,2359,3199,12084,12576,3813,6697
2022-03-16 12:00:00,272331,4807,24128,39137,45000,22925,17860,32340,2328,13230,631,161787,2375,3050,12197,11406,3600,7585
2022-03-16 13:00:00,268013,4710,24045,39383,48156,23193,18099,31284,2297,13506,894,146935,2199,2716,12101,9583,3084,9696
2022-03-16 14:00:00,261711,4739,24053,39582,50938,23207,18732,30727,2182,13641,894,125077,2135,2143,12143,7371,2287,11277
2022-03-16 15:00:00,259183,4960,23963,39388,54759,23430,19087,30476,2169,14113,800,109622,2367,1594,11936,5300,1895,11535
2022-03-16 16:00:00,265525,5036,24246,41185,58615,24231,19040,30124,2191,14622,625,108395,2656,1207,12012,5470,2417,11660
2022-03-16 17:00:00,278314,4865,25014,42381,58589,24412,18773,31663,2339,16143,350,125479,3000,1162,12209,7046,2734,11268
2022-03-16 18:00:00,275909,4726,24729,39916,57728,23877,18517,33107,2444,17042,302,132317,3146,1127,12460,5081,2158,11179
2022-03-16 19:00:00,262284,4297,23910,36820,54967,22418,18187,31975,2458,17264,252,136418,3483,1048,12690,4035,1974,10715
2022-03-16 20:00:00,247868,3989,22860,33125,51705,20980,17237,29263,2419,16771,307,140532,3810,933,12467,3903,1889,11227
2022-03-16 21:00:00,236676,3752,22026,30000,48290,19757,16264,26445,2246,17876,446,138463,3835,879,12141,4032,1931,12345
2022-03-16 22:00:00,222629,3661,20932,27264,45465,18732,15894,24767,2034,19117,664,146094,4175,814,11496,4294,1986,12314
2022-03-16 23:00:00,211928,3509,19827,25904,42822,18080,15854,23350,1787,20304,880,151345,4409,731,11452,4432,2069,12345
2022-03-17 00:00:00,207013,3463,19097,25173,41270,17742,15773,22072,1557,20957,1278,153560,4698,703,11510,4656,2202,14715
2022-03-17 01:00:00,204321,3490,18496,24967,40376,17933,15844,21554,1419,21142,1776,151576,4946,702,11503,4995,2402,14883
2022-03-17 02:00:00,206037,3676,18390,25293,40017,18189,16277,21553,1408,21373,1875,147202,4481,743,11843,5036,2477,14843
2022-03-17 03:00:00,211040,3909,19247,26920,40410,18758,16784,22177,1325,21472,2110,143305,4583,746,12263,5001,2688,15229
2022-03-17 04:00:00,225321,4439,20899,31274,42549,20726,18080,24716,1279,20603,2222,135903,5257,750,12904,4948,3136,14926
2022-03-17 05:00:00,252575,4794,22855,36354,47285,22297,19284,27840,1255,20165,2375,134202,6036,1402,13012,8145,3701,14151
2022-03-17 06:00:00,269835,5031,22932,40569,52400,22636,19951,30068,1312,19962,2604,135035,6097,2666,13136,10264,4395,11862
2022-03-17 07:00:00,279175,5108,22348,41769,54784,22493,19712,31227,1469,21051,2962,139604,6106,3767,13218,10602,5054,9809
2022-03-17 08:00:00,282231,5180,21759,41476,53079,22110,19436,31763,1712,21578,2884,137447,6192,4805,13013,12097,5866,8290
2022-03-17 09:00:00,284573,5200,21668,41562,48851,22379,18759,31944,1916,23145,3042,137996,6055,5231,13076,13395,6584,7882
2022-03-17 10:00:00,287024,5092,21710,39239,45053,22698,18791,32153,2034,24199,3196,139057,5705,5309,13311,11684,6751,7579
2022-03-17 11:00:00,285998,5056,21946,38701,41540,22969,18862,32041,2025,23205,3084,138201,5594,5096,13697,10718,6336,7232
2022-03-17 12:00:00,280668,5065,21899,39494,39887,22807,18801,31445,2021,23278,2994,131174,5527,4576,13890,10269,5411,6008
2022-03-17 13:00:00,275261,5016,22473,39902,39781,23111,19073,30633,2041,22925,3126,118652,5493,3581,14017,9526,4507,4656
2022-03-17 14:00:00,270929,4857,23126,40046,42192,23386,18835,30124,1989,22441,2814,107296,5387,2275,14124,8285,4116,3678
2022-03-17 15:00:00,268512,5087,23532,39467,47437,23400,19057,29819,1908,20988,2724,94514,4986,1280,14340,7881,3857,3061
2022-03-17 16:00:00,271960,5099,24092,41283,54618,24234,19041,29744,1884,20164,2438,84479,4362,907,14531,10098,4213,2679
2022-03-17 17:00:00,277748,4907,25264,41998,58080,24504,18977,31406,1984,19999,1464,90086,4036,1022,14611,10124,4447,2257
2022-03-17 18:00:00,272871,4631,25028,39687,58924,23774,18412,32862,2135,20612,1072,88221,3928,993,14471,7982,4347,2646
2022-03-17 19:00:00,257186,4356,24301,36850,56350,22383,17904,31829,2234,20421,749,80786,3765,970,14246,6402,4089,2627
2022-03-17 20:00:00,243763,4054,23177,33042,53392,20826,16836,29154,2254,18962,394,77398,3643,931,13818,6652,3555,2698
2022-03-17 21:00:00,229685,3821,22290,29954,49885,19614,16124,26386,2121,18466,324,74361,3505,815,13528,6249,3126,2552
2022-03-17 22:00:00,213901,3670,21224,27171,46771,18658,15915,24837,1929,18407,458,73430,3364,768,13461,6064,3002,2722
2022-03-17 23:00:00,203425,3571,20043,25717,44295,18097,15586,23337,1722,18868,564,75172,3220,714,12848,6651,2895,2982
2022-03-18 00:00:00,197825,3511,19286,24761,42362,17800,15728,22229,1512,18753,587,79643,3002,710,12413,6927,2665,2730
2022-03-18 01:00:00,198115,3485,18668,24745,41519,17921,15883,21759,1393,18415,515,83339,2716,716,11943,7317,2443,2342
2022-03-18 02:00:00,200574,3549,18669,25147,41464,18222,15923,21772,1401,17852,484,79585,2625,722,11581,7377,2196,2012
2022-03-18 03:00:00,205370,3729,19394,26855,41845,18900,16555,22340,1347,17328,642,70392,2474,743,11687,6827,2130,1764
2022-03-18 04:00:00,221599,4279,20928,31186,44054,20718,17826,24857,1313,16174,902,69245,2266,817,12268,7238,2276,1260
2022-03-18 05:00:00,246921,4756,23253,36068,48460,22293,19080,27847,1318,15528,1530,72251,2317,1362,12593,9573,2444,868
2022-03-18 06:00:00,264302,4814,23749,39976,50580,22523,19147,29761,1397,15748,1892,87321,2636,2286,12922,11788,2957,919
2022-03-18 07:00:00,271087,4725,23528,40793,48429,22317,18928,30580,1613,16670,1986,100494,2946,3256,12694,12216,3821,1496
2022-03-18 08:00:00,273216,4763,22914,40018,44294,21953,18726,31042,1928,17591,2126,120400,3234,4276,12538,11398,4813,1695
2022-03-18 09:00:00,276234,4655,22432,40133,40120,22011,18426,30866,2081,17697,2528,139395,3527,5184,12500,11712,5166,1815
2022-03-18 10:00:00,277681,4417,21969,38358,37210,22138,17725,30888,2125,16361,2446,155565,3686,5646,12196,11509,5117,1921
2022-03-18 11:00:00,271710,4267,21791,38014,35117,22230,17166,30861,2050,15382,2486,168522,3615,5692,12326,10967,4996,2139
2022-03-18 12:00:00,262812,4160,21376,38805,35742,22194,16049,30525,1976,14628,2594,166192,3582,5376,12133,10781,4536,2513
2022-03-18 13:00:00,256988,4115,21643,38818,37001,22640,16255,29678,1956,13553,2834,154780,3304,4450,12198,9623,3615,2852
2022-03-18 14:00:00,252263,4220,22373,39229,39986,22917,16934,29093,1875,12371,2718,133001,2922,3106,12385,9321,2349,3447
2022-03-18 15:00:00,249785,4517,23057,38957,45273,23151,18096,28891,1849,10957,2460,105098,2244,1593,12400,8499,1844,4779
2022-03-18 16:00:00,255716,4622,23848,40503,52387,23993,18604,28560,1870,9716,2172,89355,1828,766,12375,9551,2055,7066
2022-03-18 17:00:00,265829,4447,25196,41575,55413,24249,17668,30127,1992,9153,1997,97577,1778,711,12256,10534,2200,8898
2022-03-18 18:00:00,265514,4249,24923,39108,55887,23542,17003,31458,2146,9792,2117,105577,1483,709,11866,8426,1939,10152
2022-03-18 19:00:00,249814,4021,24135,36075,53279,22118,16600,30676,2217,9228,2176,103708,1593,731,12047,8159,1506,11225
2022-03-18 20:00:00,234855,3824,23268,32486,49999,20623,16072,28356,2208,9185,2234,103456,1422,750,11827,7907,978,12258
2022-03-18 21:00:00,223778,3712,22477,29638,46916,19498,15831,26052,2055,8642,2205,100664,1534,821,11923,8019,966,12203
2022-03-18 22:00:00,210305,3500,21391,27044,44486,18531,15522,24569,1862,7646,2356,103672,1530,832,11595,7953,935,11752
2022-03-18 23:00:00,200304,3424,20181,25547,42105,17902,15349,22835,1622,7963,2368,103656,1376,782,11529,8271,899,12050
2022-03-19 00:00:00,192158,3433,19280,24544,40326,17537,15027,21594,1416,8202,2256,103722,1247,767,11394,8181,928,12177
2022-03-19 01:00:00,189018,3489,18647,24165,39349,17613,14972,21032,1302,8843,2040,104079,1268,760,11605,8419,1070,11669
2022-03-19 02:00:00,190767,3433,18457,24166,38847,17689,15293,20720,1271,9860,1958,105093,1400,752,11726,8416,1204,11471
2022-03-19 03:00:00,193682,3477,18709,24832,38528,17473,15302,20636,1195,9854,1914,104703,1436,738,12009,7410,1360,11124
2022-03-19 04:00:00,195861,3616,18975,26350,39026,17972,15518,21068,1156,9822,1963,104525,1494,799,12055,6641,1702,10851
2022-03-19 05:00:00,201245,3832,19812,28921,40452,18890,16090,21600,1131,9813,2053,111938,1620,1506,12105,7876,2337,11446
2022-03-19 06:00:00,214688,4016,20244,31431,40128,19621,16467,23125,1174,11057,2225,128066,1834,2959,12126,10284,2972,11427
2022-03-19 07:00:00,221808,4019,20232,32659,38192,19770,16567,25360,1247,13927,2625,148573,1920,4475,11879,12237,3840,10925
2022-03-19 08:00:00,225648,4038,19941,32653,35669,19391,16230,26754,1432,13267,2693,170021,2076,5524,11429,13385,4827,10989
2022-03-19 09:00:00,231827,3925,19640,31725,32599,19375,15460,27104,1610,13940,2612,209337,2344,6183,10919,14072,5674,10875
2022-03-19 10:00:00,236583,4048,19414,30273,30276,19255,15145,27121,1696,15554,2621,237509,2505,6383,10901,13706,6071,9208
2022-03-19 11:00:00,231210,4042,19109,28662,28953,19135,14905,27298,1677,15479,2660,241586,2480,6368,10514,13030,6098,6467
2022-03-19 12:00:00,225266,3894,18785,28417,28902,18936,14694,26617,1641,14510,2809,233304,2646,5725,10264,12546,5885,7134
2022-03-19 13:00:00,221640,3904,18880,28465,30320,19171,14999,25386,1601,13462,2796,227016,2521,4720,10528,11173,5285,8861
2022-03-19 14:00:00,222054,3807,19610,28807,33545,19736,15501,24726,1521,12730,2741,218897,2174,3455,10742,8992,4411,11641
2022-03-19 15:00:00,222326,4102,20615,30168,39154,20188,15859,24488,1474,11835,2714,195970,1896,1808,11138,7251,3534,14604
2022-03-19 16:00:00,230187,4283,21713,33192,46589,21023,16428,24634,1495,10201,2649,171624,1865,910,11528,8326,3597,15719
2022-03-19 17:00:00,240131,4278,23162,35291,50642,21179,16465,26178,1670,10506,2791,175655,2137,942,11571,10508,3827,15957
2022-03-19 18:00:00,240234,4037,23145,33122,51419,20558,16227,27768,1854,11464,3082,173745,2213,1048,11508,7782,3878,15793
2022-03-19 19:00:00,227159,3923,22363,30443,49680,19533,15980,27695,1977,11330,3199,166868,2377,1191,11382,5750,3842,16042
2022-03-19 20:00:00,219188,3695,21317,28316,47656,18376,15693,26188,1966,11367,2788,163740,2553,1275,10783,5147,3547,16054
2022-03-19 21:00:00,211660,3536,20334,26248,45243,17186,15577,24207,1766,11823,2704,158612,2505,1313,10608,5116,3267,15923
2022-03-19 22:00:00,198172,3323,19329,24118,42771,16346,15288,22756,1598,11410,2686,152282,2439,1295,10494,5423,2990,15904
2022-03-19 23:00:00,186540,3251,18414,22520,40544,15738,15304,21321,1435,11139,2231,152910,2473,1218,10403,5268,2851,14579
2022-03-20 00:00:00,179132,3204,17805,21618,39005,15473,15236,20198,1265,11330,2152,150071,2500,1144,10175,4944,2745,13912
2022-03-20 01:00:00,176243,3240,17265,21312,38313,15299,15414,19437,1142,11567,2084,148697,2675,1017,10267,4742,2669,14141
2022-03-20 02:00:00,176680,3295,17059,21178,37944,15356,15198,19167,1128,12087,1849,149843,2583,1001,10140,4745,2547,13971
2022-03-20 03:00:00,178482,3345,17217,21592,37848,15258,15518,19130,1067,12283,1937,151963,2568,1235,10189,4763,2592,14406
2022-03-20 04:00:00,179303,3393,17402,21802,38295,15012,15453,19534,1046,12533,2071,156575,2526,1296,10431,5023,2845,14388
2022-03-20 05:00:00,180466,3727,17958,23153,38606,15339,15482,19695,1036,12206,2359,161855,2680,2008,9979,7241,3401,13074
2022-03-20 06:00:00,190917,3950,18326,24919,38561,15841,15624,20558,1090,13212,1773,180833,2934,3477,9289,9403,3987,11882
2022-03-20 07:00:00,206030,4061,18510,27054,38597,16078,15668,22510,1158,15329,1457,207403,3306,5157,8916,12073,4933,11516
2022-03-20 08:00:00,218059,4056,18458,27889,39600,16172,15586,24197,1261,17118,1841,231578,3810,6501,8585,14124,6258,10592
2022-03-20 09:00:00,223529,4017,18293,28516,39974,16268,15243,24900,1384,19303,2035,246558,4517,7270,8443,14997,7044,8386
2022-03-20 10:00:00,227060,3974,18181,28458,39635,16585,14562,25159,1525,21451,2025,247687,4844,7307,8117,14849,7065,6624
2022-03-20 11:00:00,221743,3897,18010,26704,41539,16732,14473,25795,1568,20868,1876,240473,4762,6870,8095,13886,6887,6340
2022-03-20 12:00:00,212699,3859,18041,26143,41167,16540,14317,25730,1624,19864,2047,231741,4950,6086,8232,13027,6450,6196
2022-03-20 13:00:00,207735,3845,18183,26542,41253,16839,14558,24278,1682,19951,1954,221872,5265,5017,8410,11983,5642,5883
2022-03-20 14:00:00,206250,4107,19006,26174,41737,17606,15164,23731,1636,19572,1782,206420,5437,3497,9224,9140,4515,6698
2022-03-20 15:00:00,206242,4593,20366,26954,43950,18166,16248,23578,1591,18266,1655,185026,4732,1843,10996,6267,3236,5269
2022-03-20 16:00:00,216617,4818,21473,30184,48810,19425,16927,24135,1654,15689,1871,157762,4220,894,11671,5786,3384,3871
2022-03-20 17:00:00,231523,4644,23129,33066,51688,19823,16637,26032,1839,15460,1892,159783,3949,864,11921,7271,3947,3730
2022-03-20 18:00:00,234568,4359,23249,31965,52340,19438,16057,28207,2057,17446,1845,154776,3728,887,11970,6664,3659,4025
2022-03-20 19:00:00,222892,4200,22617,29827,50312,18581,15762,27951,2099,17139,1528,147164,3416,904,11978,4330,3710,2882
2022-03-20 20:00:00,215780,3880,21491,27463,48285,17973,15282,26149,2079,16053,1290,141519,3423,886,11964,3817,3562,3024
2022-03-20 21:00:00,208386,3605,20413,24956,45585,16850,15112,24184,1931,15242,1302,129671,3577,853,11770,3694,3180,2440
2022-03-20 22:00:00,197046,3468,19333,23030,42611,16286,14631,22417,1739,14897,1162,125669,3823,830,11754,4675,3066,2496
2022-03-20 23:00:00,192506,3386,18353,21919,40874,15975,14649,21057,1537,14737,853,128467,3923,789,11565,4783,2879,2940
2022-03-21 00:00:00,189024,3384,17845,21334,39759,15882,14969,20217,1341,14625,863,127219,3879,728,11557,5142,2589,2818
2022-03-21 01:00:00,187645,3332,17422,21178,39356,15993,15137,19865,1255,14654,923,123295,3777,706,11588,4847,2403,3204
2022-03-21 02:00:00,191604,3383,17510,21822,39199,16513,15235,19819,1255,14742,823,117169,3789,701,11522,4768,2375,3571
2022-03-21 03:00:00,199213,3720,18495,24302,39724,17454,16192,20757,1212,15220,1302,104432,3284,717,12026,4706,2435,3647
2022-03-21 04:00:00,217090,4209,20473,29415,42256,19819,17711,23839,1183,14605,1388,98847,3553,780,12529,6109,2672,3371
2022-03-21 05:00:00,247071,4743,22699,35312,47003,21573,18856,27075,1204,15147,1458,109179,3868,1806,12671,9698,3367,2930
2022-03-21 06:00:00,264720,4876,22411,39511,49662,22136,19428,29255,1327,16642,1632,127333,3907,3795,12575,12687,3727,2803
2022-03-21 07:00:00,268991,4785,21509,40624,47525,21905,18593,30397,1605,17416,1586,142903,3928,5546,12083,14520,4552,2971
2022-03-21 08:00:00,269718,4725,20692,39943,43430,21323,17219,30982,2021,17713,1496,151897,3943,6731,11705,15345,5798,2678
2022-03-21 09:00:00,267999,4630,20270,39633,39352,21430,16606,31213,2185,18108,1596,164010,4002,7341,12011,16725,6439,2385
2022-03-21 10:00:00,269586,4507,20187,37576,36816,21571,16297,31302,2227,18145,1557,176246,3884,7516,12147,16725,6512,2077
2022-03-21 11:00:00,267830,4474,20221,37626,35261,21633,16025,31360,2157,17687,1362,181672,3814,7369,11882,17259,6196,1801
2022-03-21 12:00:00,263521,4384,20176,38353,35742,21560,16362,30806,2072,17126,1863,174646,3535,6798,11938,15542,5496,1617
2022-03-21 13:00:00,256895,4332,20845,38575,37835,21960,16608,29841,2044,17048,1841,149671,3085,5655,11916,13279,4544,1508
2022-03-21 14:00:00,253701,4479,21698,38515,41533,22532,16759,29348,1948,16498,2028,120493,2628,3987,11781,10568,3472,1299
2022-03-21 15:00:00,250428,4787,22624,37946,47087,22744,17443,29259,1932,15978,1696,86628,2426,1983,11920,7933,2311,1059
2022-03-21 16:00:00,253794,4803,23588,39612,54428,23619,18071,29105,2002,15735,1264,69296,2237,817,12154,8777,2455,946
2022-03-21 17:00:00,263984,4602,25354,41227,56807,24117,18006,30755,2199,16062,1420,74256,2196,719,12459,9498,3137,1313
2022-03-21 18:00:00,265902,4438,25305,39214,57189,23398,17249,32469,2331,17291,1744,84975,2121,721,12401,7864,2992,2109
2022-03-21 19:00:00,252627,4206,24525,36395,54668,21821,16699,31518,2287,16387,1959,85141,1917,705,12445,6361,2665,2584
2022-03-21 20:00:00,239291,3953,23444,32699,51167,20295,15897,28834,2287,15151,1782,80400,2018,695,12001,5253,2598,3189
2022-03-21 21:00:00,225090,3715,22483,29529,47832,18984,15598,25861,2127,14141,1862,78673,1805,688,11839,5244,2567,2852
2022-03-21 22:00:00,212320,3523,21296,26968,44510,18041,15538,24256,1907,13833,1922,78190,1593,694,11642,5962,2370,3073
2022-03-21 23:00:00,204373,3429,20034,25590,41708,17654,15745,22698,1649,13681,1839,75455,1414,691,11421,5528,2166,3042
2022-03-22 00:00:00,198338,3391,19263,24842,40413,17373,15658,21697,1440,13572,1908,72573,1290,686,11314,5340,1895,2389
2022-03-22 01:00:00,197382,3437,18644,24703,39631,17599,15903,21407,1326,14329,2020,67106,1107,682,11334,4986,1729,1810
2022-03-22 02:00:00,198746,3532,18534,25141,39488,18116,16274,21447,1345,14424,1697,64214,1007,682,11467,4666,1587,1364
2022-03-22 03:00:00,206852,3819,19356,26892,40052,18730,16935,22083,1291,14775,1690,57533,994,680,11454,4372,1408,971
2022-03-22 04:00:00,221827,4297,20942,31021,42213,20628,18213,24701,1264,14311,1721,51061,951,754,12112,6112,1560,995
2022-03-22 05:00:00,246688,4778,22799,36264,46642,22089,18952,27749,1270,14860,1770,62290,1038,1797,12381,10409,2595,1120
2022-03-22 06:00:00,263917,4898,22258,39963,49525,22306,18657,29988,1371,16266,1604,87913,1298,3757,12139,13668,3529,1239
2022-03-22 07:00:00,271953,4834,21224,40239,47355,22037,17936,30901,1625,17542,1598,112598,1544,5495,11827,14384,4380,1374
2022-03-22 08:00:00,270250,4769,20333,39746,42899,21549,17528,31274,2020,18388,1460,135014,1659,6658,11813,17085,4895,1382
2022-03-22 09:00:00,267820,4691,19840,38834,38929,21673,17121,31261,2133,19726,1868,156062,1752,7288,11781,17328,5342,1479
2022-03-22 10:00:00,266961,4581,19704,36699,36593,21578,16880,31319,2166,21200,1874,169542,1757,7461,11807,16690,5405,1583
2022-03-22 11:00:00,263756,4543,19754,36442,35169,21653,16628,31388,2064,23663,1860,172901,1758,7351,11810,16325,5127,1643
2022-03-22 12:00:00,257377,4380,19803,37659,35336,21556,16555,31066,1998,23584,2030,163576,1659,6825,11725,15386,4456,1557
2022-03-22 13:00:00,253385,4348,20598,38434,36956,22054,16541,30069,2000,22255,2110,145450,1471,5729,11560,14300,3679,1416
2022-03-22 14:00:00,249170,4415,21411,38807,40247,22396,16773,29470,1896,21011,2050,113323,1234,4039,11509,12047,2556,1387
2022-03-22 15:00:00,244852,4726,22259,38602,45722,22617,17641,29504,1878,19116,1738,74464,979,2024,11762,10334,1644,1432
2022-03-22 16:00:00,251447,4730,23099,40391,53119,23480,17991,29382,1958,17372,1570,51457,963,837,12046,9509,1926,1478
2022-03-22 17:00:00,263628,4642,24952,42741,55666,24014,18039,31131,2154,17586,1410,55891,1047,727,12578,11224,2148,1875
2022-03-22 18:00:00,264118,4386,24842,40118,56394,23465,17361,32938,2239,18579,1688,60792,1054,745,12485,8957,1947,2430
2022-03-22 19:00:00,248081,4194,24101,37027,53442,21968,16812,31918,2224,17683,1641,51900,1113,759,12275,6530,1682,3043
2022-03-22 20:00:00,234211,3941,22955,33300,50191,20421,16259,29012,2263,16267,1370,47058,1066,746,11894,6481,1770,3433
2022-03-22 21:00:00,219107,3708,22026,30044,47147,19361,15650,26177,2119,14779,1279,45182,976,676,11679,6947,1735,3660
2022-03-22 22:00:00,204246,3528,20924,27399,44140,18363,15216,24641,1893,14197,1291,42974,1003,598,11384,6631,1571,2312
2022-03-22 23:00:00,195078,3435,19729,25802,41791,17857,14755,23142,1636,13733,1200,40565,959,561,11158,6980,1288,1866
2022-03-23 00:00:00,190184,3389,18931,25231,40391,17536,14951,22062,1440,14048,1184,39560,980,530,11380,6768,1107,1268
2022-03-23 01:00:00,189007,3364,18273,25337,39602,17853,14923,21469,1355,13924,1102,36658,1055,526,11492,6545,980,928
2022-03-23 02:00:00,192734,3493,18263,25707,39459,18188,15089,21533,1329,13912,1101,37568,1097,528,11446,6342,832,866
2022-03-23 03:00:00,201379,3762,19131,27496,39944,18716,15686,22050,1271,13129,924,37062,1156,542,11792,6082,738,935
2022-03-23 04:00:00,218895,4287,20612,31396,42267,20589,17006,24680,1256,13493,682,37327,1183,614,12032,7288,931,1014
2022-03-23 05:00:00,244448,4747,22371,36788,46077,21935,18208,27857,1278,14150,634,48403,1282,1717,12215,11488,1867,940
2022-03-23 06:00:00,259612,4782,21849,40305,48023,22072,18076,30155,1389,15285,616,74401,1396,3720,12152,13592,2880,1094
2022-03-23 07:00:00,268405,4773,20874,40604,45594,21830,17716,30958,1649,16972,611,106663,1533,5441,12062,15532,3820,1429
2022-03-23 08:00:00,267698,4726,20009,39840,41490,21363,17488,31446,2027,18544,604,130628,1654,6564,12158,16538,4568,1717
2022-03-23 09:00:00,267712,4637,19532,39136,37527,21485,16987,31504,2130,18691,790,152863,1755,7174,11992,17216,5083,1825
2022-03-23 10:00:00,267866,4567,19475,37192,35238,21590,16765,31728,2151,19335,938,166452,1797,7371,11937,17614,5363,1833
2022-03-23 11:00:00,264441,4551,19656,36931,34039,21532,16761,31726,2079,19468,1278,170550,1747,7215,11852,17138,5330,1807
2022-03-23 12:00:00,257812,4493,19672,37663,34761,21478,16383,31404,2028,19441,1102,161150,1673,6662,11779,16215,4953,1757
2022-03-23 13:00:00,254970,4386,20363,38200,36605,21943,16374,30492,1971,19245,930,140340,1533,5554,11836,14346,4336,1630
2022-03-23 14:00:00,249053,4344,21176,38140,39821,22535,16689,30046,1881,18994,888,109363,1289,3904,11966,11334,3489,1391
2022-03-23 15:00:00,246539,4671,21983,37962,45252,22743,17131,29899,1896,17979,750,76240,1026,1917,12329,8040,2671,1308
2022-03-23 16:00:00,252480,4705,22987,39686,52410,23482,17597,29581,1970,17174,426,53373,926,691,12467,7958,2871,1300
2022-03-23 17:00:00,263945,4576,24908,42239,55110,23967,17557,31353,2191,16805,278,56217,966,552,12649,10242,3293,1366
2022-03-23 18:00:00,265305,4404,24899,39665,56144,23319,17144,33096,2326,17455,327,61651,959,558,12677,7311,2851,1599
2022-03-23 19:00:00,250367,4160,24027,36746,53607,21808,16445,32052,2325,16822,331,56276,917,561,12683,6045,2307,1591
2022-03-23 20:00:00,235595,3926,22837,32752,50587,20284,15619,29125,2349,15112,361,54512,852,587,12487,4743,2113,1394
2022-03-23 21:00:00,221190,3685,21841,29802,47463,19048,15384,26168,2180,13607,366,52862,816,598,12420,4415,1933,1282
2022-03-23 22:00:00,205767,3539,20717,27050,45046,18244,15101,24620,1939,12765,404,50064,762,613,12029,4095,1708,1014
2022-03-23 23:00:00,195595,3472,19539,25624,42767,17750,15186,23096,1669,12025,423,43212,777,691,11858,4297,1451,762
2022-03-24 00:00:00,190827,3430,18700,25073,41112,17493,15322,22168,1452,13051,360,38975,812,654,11814,4234,1232,621
2022-03-24 01:00:00,189397,3416,18130,24897,40395,17647,15255,21737,1332,13352,253,35977,859,586,11674,4554,1134,552
2022-03-24 02:00:00,192295,3450,18084,25446,40204,17919,15691,21733,1320,13251,221,35256,895,566,11431,4435,1017,537
2022-03-24 03:00:00,200260,3756,18926,26882,40552,18375,16635,22344,1280,12785,188,34501,899,585,11688,4078,1027,525
2022-03-24 04:00:00,217572,4256,20386,30763,42418,20308,17762,24851,1262,12680,134,33630,970,674,12172,5192,1280,497
2022-03-24 05:00:00,242108,4645,22186,35996,46468,21700,18613,28082,1278,12988,48,49775,1185,1855,12108,8675,2100,529
2022-03-24 06:00:00,258105,4803,21702,39390,48374,21783,18374,30443,1391,13954,52,75388,1343,3861,11741,12320,3027,707
2022-03-24 07:00:00,265758,4642,20640,39690,45867,21538,17828,31284,1656,15132,123,101882,1552,5524,11854,13763,4051,1049
2022-03-24 08:00:00,265881,4662,19825,38837,41732,21164,17310,31854,2041,15497,229,127132,1741,6704,11866,14208,4958,1352
